Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class,Release Year,YT_Likes,YT_Views
Coldplay,Adventure of a Lifetime,75.0,0.638,0.924,7.0,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,263787.0,4,9,2015,"7,658,837","1,713,268,429"
Lil Nas X,MONTERO (Call Me By Your Name),100.0,0.61,0.508,8.0,-6.682,0,0.152,0.297,,0.384,0.758,178.818,137876.0,4,9,2021,"3,603,644","274,582,854"
Lil Baby,We Paid (feat. 42 Dugg),78.0,0.926,0.542,1.0,-5.064,1,0.293,0.135,,0.0877,0.564,135.14,181929.0,4,5,2020,"3,069,325","507,681,327"
Edith Whiskers,Home,76.0,0.725,0.199,2.0,-12.478,1,0.0357,0.982,0.00395,0.1,0.264,120.031,195359.0,4,9,2020,"1,206,503","97,046,738"
Ed Sheeran,Beautiful People (feat. Khalid),80.0,0.64,0.648,5.0,-8.113,0,0.187,0.124,,0.0802,0.548,92.977,197867.0,4,9,2019,"4,748,135","634,929,672"
Taylor Swift,exile (feat. Bon Iver),79.0,0.298,0.38,6.0,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,285634.0,4,9,2020,"1,468,017","144,150,389"
Harry Styles,Watermelon Sugar,90.0,0.548,0.816,,-4.209,1,0.0465,0.122,,0.335,0.557,95.39,174000.0,4,9,2019,"11,269,126","872,052,223"
Capital Cities,Safe And Sound,81.0,0.655,0.819,,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790.0,5,10,2012,"3,222,924","291,434,533"
Elle King,Drunk (And I Don't Wanna Go Home),76.0,0.612,0.884,5.0,-4.4,1,0.0459,0.00516,,0.0997,0.626,119.991,245626.0,4,10,2021,"589,638","72,494,045"
dhruv,double take,85.0,0.663,0.434,8.0,-11.177,1,0.0648,0.828,,0.249,0.225,109.075,2.86238333,4,9,2019,"2,826,209","353,174,602"
Jamie Miller,Here's Your Perfect,84.0,0.558,0.454,6.0,-5.335,1,0.0551,0.499,,0.146,0.424,113.12,2.64323333,4,9,2021,"3,317,953","349,432,726"
Justin Bieber,Hold On,89.0,0.658,0.634,1.0,-5.797,0,0.0413,0.0106,,0.132,0.29,139.98,170813.0,4,9,2021,"3,672,693","255,815,308"
Zoe Wees,Control,78.0,0.599,0.465,4.0,-4.95,1,0.0314,0.643,1.57e-06,0.149,0.0678,113.82,230880.0,4,9,2020,"2,528,574","246,089,222"
DUSTY LOCANE,ROLLIN N CONTROLLIN FREESTYLE,80.0,0.69,0.514,8.0,-11.81,0,0.328,0.0975,0.497,0.346,0.307,72.791,191209.0,4,5,2020,"840,510","66,414,830"
DJ Snake,Turn Down for What,73.0,0.818,0.799,1.0,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,213733.0,4,9,2013,"11,897,425","1,350,062,601"
Migos,Slippery (feat. Gucci Mane),72.0,0.92,0.674,1.0,-5.662,0,0.264,0.307,,0.104,0.741,141.967,304041.0,4,5,2017,"913,087","115,314,262"
The Weeknd,In Your Eyes,84.0,0.667,0.719,7.0,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,237520.0,4,9,2020,"2,132,781","166,787,290"
The Kid LAROI,SO DONE,78.0,0.719,0.598,9.0,-6.254,1,0.077,0.232,,0.115,0.303,142.592,126521.0,4,5,2020,"1,060,419","63,666,862"
Pop Smoke,The Woo (feat. 50 Cent & Roddy Ricch),81.0,0.49,0.618,1.0,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.286,99.7,201600.0,4,5,2020,"2,717,884","303,897,464"
Imagine Dragons,Believer,87.0,0.776,0.78,10.0,-4.374,0,0.128,0.0622,,0.081,0.666,124.949,204347.0,4,10,2017,"42,240,881","4,495,059,988"
H.E.R.,Come Through (feat. Chris Brown),82.0,0.615,0.422,5.0,-8.019,0,0.0504,0.604,,0.112,0.185,135.859,214094.0,5,9,2021,"1,128,489","103,030,772"
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),80.0,0.728,0.563,1.0,-8.053,0,0.134,0.621,,0.179,0.352,100.017,217707.0,4,9,2015,"23,086,917","3,951,663,770"
Calvin Harris,How Deep Is Your Love,78.0,0.738,0.868,11.0,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,212640.0,4,9,2015,"8,520,003","1,961,319,809"
Rauw Alejandro,Todo De Ti,95.0,0.78,0.718,3.0,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,3.32673333,4,9,2021,"6,108,611","873,449,363"
Olivia Rodrigo,drivers license,95.0,0.585,0.436,10.0,-8.761,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874,242014.0,4,9,2021,"18,682,671","984,811,734"
Lil Tjay,Run It Up (feat. Offset & Moneybagg Yo),84.0,0.88,0.575,6.0,-6.091,1,0.163,0.415,,0.109,0.671,120.031,232048.0,4,5,2021,"1,246,093","96,203,913"
Lil Durk,Still Trappin' (with King Von),77.0,0.877,0.677,5.0,-4.969,0,0.356,0.0439,,0.0986,0.627,144.941,172185.0,4,5,2020,"1,019,305","90,527,434"
Nathan Evans,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,89.0,0.722,0.893,,-3.255,0,0.0475,0.0441,0.000937,0.0673,0.439,119.932,116750.0,4,9,2021,"173,156","17,782,969"
Sada Baby,Whole Lotta Choppas,65.0,0.926,0.762,1.0,-1.887,1,0.205,0.000718,,0.117,0.277,127.931,153750.0,4,9,2020,"574,179","39,808,873"
KALEO,Way down We Go,80.0,0.489,0.505,10.0,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,213707.0,4,10,2015,"8,009,540","836,662,907"
Foster The People,Pumped Up Kicks,84.0,0.733,0.71,5.0,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600.0,4,9,2010,"5,713,061","599,930,123"
Riton,Turn Me On (feat. Vula),78.0,0.737,0.828,11.0,-4.711,1,0.0396,0.0149,0.000588,0.0862,0.517,124.051,208474.0,4,9,2019,"518,058","60,323,387"
Tate McRae,you broke me first,89.0,0.667,0.373,4.0,-9.389,1,0.05,0.785,,0.0906,0.0823,124.148,169266.0,4,9,2020,"7,820,244","706,284,693"
Olivia Rodrigo,happier,49.0,0.395,0.443,6.0,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,175933.0,3,9,2021,"3,883,946","352,845,171"
Surf Curse,Freaks,88.0,0.345,0.941,9.0,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,2.45103333,4,9,2021,"4,601,685","256,738,121"
Imagine Dragons,Natural,81.0,0.704,0.611,2.0,-6.112,1,0.0409,0.217,,0.0812,0.22,100.0,189467.0,4,10,2018,"10,953,316","1,220,581,919"
John Legend,All of Me,86.0,0.422,0.264,8.0,-7.064,1,0.0322,0.922,,0.132,0.331,119.93,269560.0,4,9,2012,"17,820,289","3,064,193,777"
ITZY,WANNABE,77.0,0.809,0.911,6.0,-4.41,0,0.0617,0.00795,0.000179,0.181,0.64,122.035,191242.0,4,9,2020,"8,414,274","731,488,947"
Nio Garcia,Am,93.0,0.83,0.517,6.0,-6.416,0,0.333,0.399,8.95e-05,0.0916,0.616,171.959,182496.0,4,9,2021,"3,934,415","668,095,711"
Luke Combs,Beer Never Broke My Heart,2.0,0.54,0.863,1.0,-4.483,1,0.0481,0.0138,,0.0874,0.64,77.0,3.112216667,4,4,2019,"639,927","147,127,840"
Calum Scott,Dancing On My Own,82.0,0.681,0.174,1.0,-8.745,1,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,260285.0,4,9,2016,"4,889,435","823,692,209"
The Chainsmokers,Something Just Like This,83.0,0.617,0.635,11.0,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160.0,4,9,2017,"15,242,846","2,822,804,239"
DaBaby,Ball If I Want To,84.0,0.902,0.669,1.0,-5.049,1,0.457,0.161,,0.0728,0.628,139.949,1.875783333,4,9,2021,"1,101,053","70,627,607"
Marshmello,Here With Me,76.0,0.791,0.565,5.0,-3.933,0,0.0439,0.0623,,0.156,0.181,99.961,156347.0,4,9,2019,"2,621,667","211,922,060"
Coldplay,Higher Power,85.0,0.507,0.828,10.0,-6.023,1,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,211295.0,4,1,2021,"1,529,839","137,534,459"
Ed Sheeran,Bad Habits,97.0,0.808,0.897,11.0,-3.712,0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,3.85068333,4,9,2020,"7,686,994","958,790,883"
Juice WRLD,Bad Boy (with Young Thug),80.0,0.697,0.674,1.0,-6.326,1,0.0533,0.00215,,0.138,0.198,81.535,157355.0,4,5,2021,"258,435","16,271,248"
Aya Nakamura,Copines,80.0,0.701,0.787,8.0,-3.941,0,0.0855,0.27,,0.105,0.904,180.027,171720.0,4,9,2018,"7,300,331","793,025,740"
Sub Urban,Freak (feat. REI AMI),75.0,0.619,0.45,7.0,-11.965,0,0.515,0.433,,0.513,0.41,179.755,194000.0,4,10,2020,"4,970,570","282,087,862"
Travis Scott,FRANCHISE (feat. Young Thug & M.I.A.),77.0,0.835,0.699,8.0,-5.405,0,0.277,0.00671,,0.195,0.547,154.981,202795.0,4,9,2020,"2,529,783","179,207,995"
Elle King,Ex's & Oh's,72.0,0.612,0.921,7.0,-2.882,1,0.085,0.0183,,0.0576,0.446,139.988,202173.0,4,9,2014,"2,821,803","317,068,971"
Doja Cat,Ain't Shit,89.0,0.855,0.488,3.0,-4.601,1,0.208,0.506,,0.347,0.619,124.097,2.904216667,4,9,2021,"2,179,826","154,979,267"
George Ezra,Budapest,78.0,0.717,0.455,5.0,-8.303,1,0.0276,0.0846,,0.11,0.389,127.812,200733.0,4,9,2013,"1,528,733","265,620,751"
Luke Combs,She Got the Best of Me,75.0,0.533,0.907,11.0,-3.793,1,0.0406,0.0292,,0.386,0.7,150.99,3.052666667,4,4,2018,"1,376,330","358,325,972"
Rod Wave,Street Runner,75.0,0.613,0.61,5.0,-8.633,0,0.246,0.211,0.000361,0.152,0.433,160.004,252021.0,4,5,2021,"1,746,888","296,510,850"
Disclosure,Latch,72.0,0.503,0.727,1.0,-5.456,1,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,255632.0,4,9,2013,"3,417,150","569,083,040"
Linkin Park,In the End,83.0,0.556,0.864,3.0,-5.87,0,0.0584,0.00958,,0.209,0.4,105.143,216880.0,4,10,2024,,
Dynoro,In My Mind,81.0,0.694,0.77,6.0,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560.0,4,9,2017,"14,105,895","1,652,679,786"
Imagine Dragons,Demons,80.0,0.505,0.71,3.0,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,177507.0,4,10,2012,"12,375,429","1,738,647,396"
Luke Bryan,Country Girl (Shake It For Me),70.0,0.645,0.904,2.0,-4.532,1,0.0462,0.0293,,0.0834,0.671,105.97,3.759333333,4,4,2011,"1,072,108","192,327,944"
Dan + Shay,"10,000 Hours (with Justin Bieber)",84.0,0.654,0.63,10.0,-4.644,1,0.0259,0.153,,0.111,0.43,89.991,167693.0,4,9,2019,"3,836,505","361,854,211"
Regard,You,85.0,0.691,0.695,,-5.6,1,0.0367,0.0592,,0.0647,0.514,106.064,233386.0,4,9,2021,"505,563","63,377,694"
LMFAO,Party Rock Anthem,73.0,0.751,0.736,5.0,-4.168,0,0.156,0.0206,,0.265,0.352,130.014,262147.0,4,9,2011,"13,879,113","2,681,563,789"
Darius Rucker,Wagon Wheel,78.0,0.537,0.66,9.0,-7.174,1,0.0296,0.455,,0.135,0.574,148.096,4.972883333,4,4,2013,"2,402,463","563,826,762"
Taylor Swift,Delicate,77.0,0.75,0.404,9.0,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253.0,4,9,2017,"4,837,607","593,364,271"
Lady Gaga,Stupid Love,77.0,0.68,0.825,8.0,-4.296,1,0.0702,0.00173,0.000122,0.27,0.784,117.987,193533.0,4,9,2020,"2,080,748","192,582,605"
Lil Baby,On Me,,0.856,0.564,6.0,-6.295,0,0.392,0.00327,,0.134,0.483,77.972,135960.0,4,5,2020,"1,554,044","227,182,263"
Ashnikko,Slumber Party (feat. Princess Nokia),86.0,0.964,0.398,11.0,-8.981,0,0.0795,0.00151,3.95e-05,0.101,0.563,105.012,178405.0,4,10,2021,"1,939,007","112,087,139"
Jessie J,Bang Bang,79.0,0.706,0.786,,-3.417,0,0.091,0.26,,0.38,0.751,150.028,199387.0,4,9,2014,"3,114,933","321,959,140"
WALK THE MOON,Shut Up and Dance,81.0,0.578,0.866,1.0,-3.804,1,0.0619,0.00701,,0.257,0.619,128.038,199080.0,4,10,2011,"4,181,978","679,433,670"
YBN Nahmir,Opp Stoppa (feat. 21 Savage),78.0,0.829,0.343,2.0,-4.937,0,0.102,0.00734,,0.179,0.312,78.035,135431.0,4,5,2021,"935,278","62,144,315"
Vacations,Young,78.0,0.498,0.81,7.0,-4.065,1,0.0263,0.00392,0.00717,0.0635,0.594,79.935,189160.0,4,9,2016,"1,803,716","105,282,082"
The Weeknd,The Hills,86.0,0.585,0.564,,-7.063,0,0.0515,0.0671,,0.135,0.137,113.003,242253.0,4,9,2015,"15,819,333","2,404,495,013"
Miley Cyrus,Prisoner (feat. Dua Lipa),83.0,0.781,0.67,3.0,-3.912,0,0.0452,0.0103,,0.0761,0.595,127.99,169333.0,4,9,2020,"2,182,645","156,172,635"
Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",77.0,0.653,0.809,,-4.057,1,0.0474,0.194,,0.165,0.55,92.213,210773.0,4,9,2018,"3,320,463","705,027,078"
ATB,Your Love (9PM),91.0,0.669,0.784,7.0,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993,150053.0,4,9,2021,"952,700","118,729,044"
Brett Young,In Case You Didn't Know,75.0,0.607,0.536,10.0,-7.306,1,0.0305,0.386,,0.102,0.434,147.986,3.74755,4,4,2016,"4,288,539","861,165,099"
Ritt Momney,Put Your Records On,6.0,0.399,0.492,6.0,-10.777,0,0.0538,0.058,0.00101,0.11,0.159,91.066,3.507716667,4,9,2020,"705,508","50,025,071"
The Lumineers,Ophelia,79.0,0.664,0.573,5.0,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097.0,4,9,2016,"2,081,752","267,224,710"
Empire of the Sun,Walking On A Dream,78.0,0.871,0.701,5.0,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,198440.0,4,6,2008,"2,513,872","326,484,288"
Justin Bieber,Lonely (with benny blanco),84.0,0.631,0.239,11.0,-7.071,0,0.0398,0.864,,0.116,0.0927,79.859,149297.0,4,9,2020,"5,627,099","236,628,412"
Imagine Dragons,Whatever It Takes,80.0,0.672,0.655,10.0,-5.021,0,0.0311,0.0362,,0.117,0.556,134.945,201240.0,4,10,2017,"7,815,307","1,192,880,501"
Jonas Brothers,Only Human,75.0,0.795,0.496,,-5.883,1,0.0722,0.108,,0.0645,0.874,94.01,183000.0,4,9,2019,"1,457,926","136,979,542"
Lil Tjay,Calling My Phone,89.0,0.907,0.393,4.0,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,205458.0,4,9,2021,"5,431,785","482,028,631"
Joel Corry,BED,89.0,0.671,0.782,6.0,-4.593,1,0.0341,0.0142,0.00221,0.333,0.618,123.989,178088.0,4,9,2021,"280,740","55,185,277"
Justin Bieber,Love Yourself,,0.759,0.401,4.0,-8.999,1,0.259,0.86,,0.299,0.576,100.126,232627.0,4,9,2015,"11,828,484","2,154,325,842"
Maroon 5,Memories,87.0,0.764,0.32,11.0,-7.209,1,0.0546,0.837,,0.0822,0.575,91.019,189486.0,4,9,2019,"11,720,744","1,290,292,327"
Thomas Rhett,Die A Happy Man,74.0,0.595,0.389,2.0,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052,3.79045,4,4,2015,"1,138,264","281,739,663"
Charlie Puth,One Call Away,71.0,0.667,0.613,1.0,-5.353,1,0.0344,0.403,,0.115,0.47,91.024,194453.0,4,9,2015,"6,042,733","975,631,232"
Harry Styles,Falling,86.0,0.567,0.267,4.0,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133.0,4,9,2019,"5,355,909","308,365,869"
Money Man,24 (feat. Lil Baby),75.0,0.868,0.638,2.0,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03,182857.0,4,5,2020,"1,114,310","131,372,042"
Bruno Mars,Just The Way You Are,79.0,0.637,0.843,5.0,-5.413,1,0.0432,0.0151,,0.0876,0.434,109.012,220733.0,4,9,2010,"10,649,958","2,218,318,671"
Bad Wolves,Zombie,70.0,0.448,0.826,2.0,-3.244,0,0.0319,0.00756,,0.117,0.19,77.093,254805.0,4,10,2018,"1,407,929","133,338,318"
ElyOtto,SugarCrash!,86.0,0.748,0.734,,-6.499,1,0.124,0.524,1.15e-05,0.0975,0.368,97.753,80081.0,4,9,2020,"1,363,987","55,994,716"
Clairo,Sofia,83.0,0.744,0.619,,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,188387.0,4,10,2019,"2,336,018","168,855,750"
Juice WRLD,Smile (with The Weeknd),78.0,0.694,0.685,6.0,-6.535,0,0.133,0.224,,0.124,0.306,158.831,196180.0,4,9,2020,"1,671,937","130,269,657"
Black Eyed Peas,GIRL LIKE ME,86.0,0.965,0.485,2.0,-8.784,1,0.191,0.0206,0.0237,0.0655,0.312,124.025,222523.0,4,9,2020,"5,811,346","791,895,421"
Joji,Yeah Right,80.0,0.672,0.588,1.0,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,174358.0,4,6,2018,"2,598,192","222,319,540"
YungManny,Clap For 'Em (feat. Flo Milli & Sada Baby),69.0,0.903,0.785,1.0,-4.709,1,0.322,0.0245,,0.0652,0.823,129.835,125580.0,4,9,2021,"19,492","1,198,045"
Alan Walker,On My Way,76.0,0.509,0.689,1.0,-4.929,0,0.102,0.0209,,0.301,0.297,170.087,193798.0,4,9,2019,"11,599,426","665,558,958"
Maroon 5,Girls Like You,,0.609,0.529,,-6.859,1,0.106,0.545,,0.127,0.474,60.349,235680.0,4,9,2017,"21,725,999","3,623,407,739"
SHAED,Trampoline,75.0,0.619,0.459,7.0,-5.782,0,0.0334,0.56,,0.137,0.498,126.803,184280.0,4,10,2018,"1,364,046","96,307,326"
American Authors,Best Day Of My Life,79.0,0.673,0.902,2.0,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240.0,4,10,2013,"3,326,207","349,753,696"
Meghan Trainor,All About That Bass,73.0,0.807,0.887,9.0,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,187920.0,4,9,2014,"10,672,692","2,725,121,387"
Guns N' Roses,Sweet Child O' Mine,81.0,0.454,0.91,6.0,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,5.90866667,4,10,1987,"11,222,080","2,007,460,784"
Olivia Rodrigo,favorite crime,92.0,0.369,0.272,9.0,-10.497,1,0.0364,0.866,,0.147,0.218,172.929,2.54445,4,9,2021,"2,303,100","168,012,952"
Shawn Mendes,Mercy,79.0,0.555,0.662,11.0,-4.952,0,0.0827,0.125,,0.111,0.356,148.128,208733.0,4,9,2016,"5,996,722","602,907,962"
Pop Smoke,Mood Swings (feat. Lil Tjay),84.0,0.48,0.602,10.0,-6.335,0,0.368,0.487,,0.0848,0.269,179.798,213333.0,4,5,2020,"5,578,060","654,629,596"
Panic! At The Disco,High Hopes,82.0,0.579,0.904,5.0,-2.729,1,0.0618,0.193,,0.064,0.681,82.014,190947.0,4,10,2018,"2,509,207","284,427,491"
Dua Lipa,Physical,72.0,0.647,0.844,,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.962,193829.0,4,9,2020,"4,489,378","570,687,048"
